index,video_id,date_published,date_published_millis,year,month,day,duration,tags,title,views,Count,originalSentence,start,verse,valid,book,testament,bookIndex,chapterNum,verseNum,chapterStr,verseStr
2601,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,6.08,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,luke 3 22 the holy spirit came in a,2164.16,Luke 3:22,True,Luke,NEW,41,3,22,3,22
2602,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,5.2,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,good acts chapter 10 verse,2206.0,Acts 10,True,Acts,NEW,43,10,0,10,0
2603,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,4.0,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,the day of pentecost acts chapter one in,2241.119,Acts 1,True,Acts,NEW,43,1,0,1,0
2604,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,3.6,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,acts chapter two when you get time you,2243.68,Acts 2,True,Acts,NEW,43,2,0,2,0
2605,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,3.76,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,acts chapter 2 verse 1,2277.599,Acts 2:1,True,Acts,NEW,43,2,1,2,1
2606,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,4.24,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,acts 2 verse 1 through 4 and when the,2279.359,Acts 2:1,True,Acts,NEW,43,2,1,2,1
2607,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,5.44,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,um in ephesians chapter 4 verse 30,2656.72,Ephesians 4:30,True,Ephesians,NEW,48,4,30,4,30
2608,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,3.68,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,and then first thessalonians 5 19 first,2698.72,1 Thessalonians 5:19,True,1 Thessalonians,NEW,51,0,0,0,0
2609,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,6.159,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,all right acts chapter 7 verse 55.,2980.16,Acts 7:55,True,Acts,NEW,43,7,55,7,55
2610,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,4.399,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,acts 7 35 or 51 i'm sorry why did i say,2988.16,Acts 7:35,True,Acts,NEW,43,7,35,7,35
2611,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,4.401,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,acts 7 51 this is what he said wash this,2992.559,Acts 7:51,True,Acts,NEW,43,7,51,7,51
2612,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,2.641,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,the bible says this in john chapter 4,3803.119,John 4,True,John,NEW,42,4,0,4,0
2613,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,5.84,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,the things that i've taught you john 14,3811.68,John 14,True,John,NEW,42,14,0,14,0
2614,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,5.36,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,26 john 14 26 and then,3813.92,John 14:26,True,John,NEW,42,14,26,14,26
2615,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,3.361,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,genesis chapter one and all of a sudden,3867.039,Genesis 1,True,Genesis,OLD,0,1,0,1,0
2616,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,3.52,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,i read genesis genesis chapter one i,3886.16,Genesis 1,True,Genesis,OLD,0,1,0,1,0
2617,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,4.401,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,one you get to like genesis 25 you're,3894.079,Genesis 25,True,Genesis,OLD,0,25,0,25,0
2618,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,3.84,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,that's in john 16,4315.92,John 16,True,John,NEW,42,16,0,16,0
2619,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,6.56,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,in john 6 13 talks about the holy spirit,4515.76,John 6:13,True,John,NEW,42,6,13,6,13
2620,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,4.56,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,can look at that in first corinthians 12,4819.44,1 Corinthians 12,True,1 Corinthians,NEW,45,0,0,0,0
2621,sAyIOSKbixI,2021-05-15,1621051200000,2021,5,15,5.04,,RCB Friday Night Broadcast- Holy Spirit The Great Helper,73,1,and that's found in romans chapter 8,4855.92,Romans 8,True,Romans,NEW,44,8,0,8,0
2622,YLrUOThuOiQ,2021-10-18,1634529600000,2021,10,18,4.24,,Live In The Studio!,186,1,jude chapter 1,312.32,Jude 1,True,Jude,NEW,64,1,0,1,0
2623,YLrUOThuOiQ,2021-10-18,1634529600000,2021,10,18,4.32,,Live In The Studio!,186,1,jude chapter 1 and the nlt the bible,314.56,Jude 1,True,Jude,NEW,64,1,0,1,0
2624,YLrUOThuOiQ,2021-10-18,1634529600000,2021,10,18,4.799,,Live In The Studio!,186,1,to remind you jude chapter 1 so i want,560.72,Jude 1,True,Jude,NEW,64,1,0,1,0
2625,YLrUOThuOiQ,2021-10-18,1634529600000,2021,10,18,3.921,,Live In The Studio!,186,1,first corinthians 9,1498.159,1 Corinthians 9,True,1 Corinthians,NEW,45,0,0,0,0
2626,YLrUOThuOiQ,2021-10-18,1634529600000,2021,10,18,3.12,,Live In The Studio!,186,1,1st corinthians 9. again good to see all,1500.4,1 Corinthians 9,True,1 Corinthians,NEW,45,0,0,0,0
2627,YLrUOThuOiQ,2021-10-18,1634529600000,2021,10,18,4.48,,Live In The Studio!,186,1,first corinthians chapter 9 and again,1510.96,1 Corinthians 9,True,1 Corinthians,NEW,45,0,0,0,0
2628,YLrUOThuOiQ,2021-10-18,1634529600000,2021,10,18,5.52,,Live In The Studio!,186,1,look at this romans chapter 12 verse 1.,1570.24,Romans 12:1,True,Romans,NEW,44,12,1,12,1
2629,YLrUOThuOiQ,2021-10-18,1634529600000,2021,10,18,3.201,,Live In The Studio!,186,1,so again that was romans chapter 12.,1713.679,Romans 12,True,Romans,NEW,44,12,0,12,0
2630,YLrUOThuOiQ,2021-10-18,1634529600000,2021,10,18,4.479,,Live In The Studio!,186,1,first corinthians chapter 9,1719.2,1 Corinthians 9,True,1 Corinthians,NEW,45,0,0,0,0
2631,YLrUOThuOiQ,2021-10-18,1634529600000,2021,10,18,3.44,,Live In The Studio!,186,1,first corinthians chapter nine,1752.08,1 Corinthians 9,True,1 Corinthians,NEW,45,0,0,0,0
2632,YLrUOThuOiQ,2021-10-18,1634529600000,2021,10,18,5.2,,Live In The Studio!,186,1,my life first corinthians 9 24-27,2119.52,1 Corinthians 9,True,1 Corinthians,NEW,45,0,0,0,0
2633,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,3.84,,Wednesday Night Service,69,1,uh genesis chapter 12 and i'm in the,349.52,Genesis 12,True,Genesis,OLD,0,12,0,12,0
2634,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,4.321,,Wednesday Night Service,69,1,the bible says in genesis chapter 12,369.039,Genesis 12,True,Genesis,OLD,0,12,0,12,0
2635,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,4.959,,Wednesday Night Service,69,1,uh obviously genesis chapter 12,397.36,Genesis 12,True,Genesis,OLD,0,12,0,12,0
2636,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,4.399,,Wednesday Night Service,69,1,in genesis chapter 13 verse 2 after this,489.36,Genesis 13:2,True,Genesis,OLD,0,13,2,13,2
2637,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,5.601,,Wednesday Night Service,69,1,genesis chapter 13 5-6 genesis chapter,514.719,Genesis 13,True,Genesis,OLD,0,13,0,13,0
2638,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,5.76,,Wednesday Night Service,69,1,the bible says in genesis 24 35 in the,560.88,Genesis 24:35,True,Genesis,OLD,0,24,35,24,35
2639,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,4.88,,Wednesday Night Service,69,1,on hebrews chapter 11 which is really,1003.44,Hebrews 11,True,Hebrews,NEW,57,11,0,11,0
2640,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,3.519,,Wednesday Night Service,69,1,is matthew chapter 7 verses 24 through,1049.52,Matthew 7,True,Matthew,NEW,39,7,0,7,0
2641,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,6.641,,Wednesday Night Service,69,1,but it says it's uh matthew 7 24-29,1056.559,Matthew 7,True,Matthew,NEW,39,7,0,7,0
2642,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,3.441,,Wednesday Night Service,69,1,to read it but matthew 7,1122.799,Matthew 7,True,Matthew,NEW,39,7,0,7,0
2643,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,5.041,,Wednesday Night Service,69,1,um but matthew 23,1655.679,Matthew 23,True,Matthew,NEW,39,23,0,23,0
2644,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,6.08,,Wednesday Night Service,69,1,soul side note so matthew 23 23,1662.88,Matthew 23:23,True,Matthew,NEW,39,23,23,23,23
2645,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,4.799,,Wednesday Night Service,69,1,is found in hebrews 11 okay we know this,1862.0,Hebrews 11,True,Hebrews,NEW,57,11,0,11,0
2646,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,4.4,,Wednesday Night Service,69,1,okay hebrews 11,1865.36,Hebrews 11,True,Hebrews,NEW,57,11,0,11,0
2647,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,5.921,,Wednesday Night Service,69,1,foundation of this too is mark 11 24,2037.279,Mark 11:24,True,Mark,NEW,40,11,24,11,24
2648,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,3.121,,Wednesday Night Service,69,1,hebrews 11 verse one one of the greatest,2108.079,Hebrews 11:1,True,Hebrews,NEW,57,11,1,11,1
2649,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,4.481,,Wednesday Night Service,69,1,uh we can look at it in mark 9 23 which,2174.079,Mark 9:23,True,Mark,NEW,40,9,23,9,23
2650,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,4.88,,Wednesday Night Service,69,1,what is faith that's hebrews 11 verse 1,2178.56,Hebrews 11:1,True,Hebrews,NEW,57,11,1,11,1
2651,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,3.92,,Wednesday Night Service,69,1,but jesus said in matthew 9 23 jesus,2184.88,Matthew 9:23,True,Matthew,NEW,39,9,23,9,23
2652,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,3.44,,Wednesday Night Service,69,1,write this down ephesians chapter 3,2384.72,Ephesians 3,True,Ephesians,NEW,48,3,0,3,0
2653,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,4.081,,Wednesday Night Service,69,1,obviously hebrews 11 33 we know the,2532.079,Hebrews 11:33,True,Hebrews,NEW,57,11,33,11,33
2654,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,3.681,,Wednesday Night Service,69,1,hebrews 11 33 we know the bible says,2539.359,Hebrews 11:33,True,Hebrews,NEW,57,11,33,11,33
2655,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,5.36,,Wednesday Night Service,69,1,and god will reward amen matthew 17,3059.44,Matthew 17,True,Matthew,NEW,39,17,0,17,0
2656,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,3.681,,Wednesday Night Service,69,1,what is faith hebrews 11,3140.319,Hebrews 11,True,Hebrews,NEW,57,11,0,11,0
2657,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,4.081,,Wednesday Night Service,69,1,romans chapter 10 verse 17 so then faith,3153.359,Romans 10:17,True,Romans,NEW,44,10,17,10,17
2658,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,3.68,,Wednesday Night Service,69,1,second corinthians chapter 4 verse 13 uh,3291.52,2 Corinthians 4:13,True,2 Corinthians,NEW,46,0,0,0,0
2659,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,4.0,,Wednesday Night Service,69,1,isaiah i believe it's in isaiah 53,3372.96,Isaiah 53,True,Isaiah,OLD,22,53,0,53,0
2660,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,3.921,,Wednesday Night Service,69,1,which was in psalms 116 uh verse 8,3636.559,Psalms 116:8,True,Psalms,OLD,18,116,8,116,8
2661,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,5.76,,Wednesday Night Service,69,1,look at this psalms 116 8-10,3640.48,Psalms 116,True,Psalms,OLD,18,116,0,116,0
2662,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,4.559,,Wednesday Night Service,69,1,go to hebrews chapter 11 you see,3851.76,Hebrews 11,True,Hebrews,NEW,57,11,0,11,0
2663,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,2.96,,Wednesday Night Service,69,1,hebrews chapter 11 verse 3 which i love,4268.08,Hebrews 11:3,True,Hebrews,NEW,57,11,3,11,3
2664,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,4.159,,Wednesday Night Service,69,1,hebrews chapter 11 verse 3 through faith,4410.0,Hebrews 11:3,True,Hebrews,NEW,57,11,3,11,3
2665,ifghU3Yf9bU,2020-12-10,1607576400000,2020,12,10,4.161,,Wednesday Night Service,69,1,okay remember in romans chapter 10 uh,5050.159,Romans 10,True,Romans,NEW,44,10,0,10,0
2666,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,5.601,,Sunday Night-Having an Encounter with God,129,1,you go to uh genesis chapter 12,789.519,Genesis 12,True,Genesis,OLD,0,12,0,12,0
2667,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,5.359,,Sunday Night-Having an Encounter with God,129,1,genesis chapter 12. genesis chapter 12,791.6,Genesis 12,True,Genesis,OLD,0,12,0,12,0
2668,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,3.281,,Sunday Night-Having an Encounter with God,129,1,and then flip over to genesis chapter 13,844.399,Genesis 13,True,Genesis,OLD,0,13,0,13,0
2669,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,3.839,,Sunday Night-Having an Encounter with God,129,1,genesis 13 1-2 the bible declares and,847.68,Genesis 13,True,Genesis,OLD,0,13,0,13,0
2670,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,4.24,,Sunday Night-Having an Encounter with God,129,1,so so remember god even in psalms 50 he,1067.679,Psalms 50,True,Psalms,OLD,18,50,0,50,0
2671,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,3.839,,Sunday Night-Having an Encounter with God,129,1,in malachi chapter 3 talks about,1144.72,Malachi 3,True,Malachi,OLD,38,3,0,3,0
2672,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,4.961,,Sunday Night-Having an Encounter with God,129,1,acts chapter seven praise the lord,1319.679,Acts 7,True,Acts,NEW,43,7,0,7,0
2673,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,3.92,,Sunday Night-Having an Encounter with God,129,1,but acts chapter 7 and i'll just go,1344.96,Acts 7,True,Acts,NEW,43,7,0,7,0
2674,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,3.36,,Sunday Night-Having an Encounter with God,129,1,acts chapter 7 verse 20 at the time,1454.64,Acts 7:20,True,Acts,NEW,43,7,20,7,20
2675,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,4.879,,Sunday Night-Having an Encounter with God,129,1,can quote psalms 91 but,3359.44,Psalms 91,True,Psalms,OLD,18,91,0,91,0
2676,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,4.96,,Sunday Night-Having an Encounter with God,129,1,psalms 91 only works when psalms 91 1 is,3361.04,Psalms 91:1,True,Psalms,OLD,18,91,1,91,1
2677,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,3.6,,Sunday Night-Having an Encounter with God,129,1,can read acts chapter two,3867.92,Acts 2,True,Acts,NEW,43,2,0,2,0
2678,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,5.04,,Sunday Night-Having an Encounter with God,129,1,isaiah 55 verse 1 through 6,4371.76,Isaiah 55:1,True,Isaiah,OLD,22,55,1,55,1
2679,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,3.281,,Sunday Night-Having an Encounter with God,129,1,but anyways look at mark uh matthew 25,4724.719,Matthew 25,True,Matthew,NEW,39,25,0,25,0
2680,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,5.76,,Sunday Night-Having an Encounter with God,129,1,matthew 7,4884.08,Matthew 7,True,Matthew,NEW,39,7,0,7,0
2681,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,5.601,,Sunday Night-Having an Encounter with God,129,1,matthew 7 praise god hallelujah,4885.199,Matthew 7,True,Matthew,NEW,39,7,0,7,0
2682,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,4.4,,Sunday Night-Having an Encounter with God,129,1,what did i say oh matthew 7. thank you,4911.6,Matthew 7,True,Matthew,NEW,39,7,0,7,0
2683,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,4.0,,Sunday Night-Having an Encounter with God,129,1,at exodus 3 verse 1,5156.48,Exodus 3:1,True,Exodus,OLD,1,3,1,3,1
2684,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,4.4,,Sunday Night-Having an Encounter with God,129,1,exodus 33 so he has this major encounter,5171.04,Exodus 33,True,Exodus,OLD,1,33,0,33,0
2685,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,4.0,,Sunday Night-Having an Encounter with God,129,1,and then you flip over to exodus 33 and,5177.28,Exodus 33,True,Exodus,OLD,1,33,0,33,0
2686,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,4.0,,Sunday Night-Having an Encounter with God,129,1,so exodus 33 verse 18 and he said in,5207.6,Exodus 33:18,True,Exodus,OLD,1,33,18,33,18
2687,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,2.56,,Sunday Night-Having an Encounter with God,129,1,first kings chapter three verse three we,5708.8,1 Kings 3:3,True,1 Kings,OLD,10,0,0,0,0
2688,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,3.281,,Sunday Night-Having an Encounter with God,129,1,talked about john chapter 15,5816.159,John 15,True,John,NEW,42,15,0,15,0
2689,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,3.2,,Sunday Night-Having an Encounter with God,129,1,matthew 7,6176.32,Matthew 7,True,Matthew,NEW,39,7,0,7,0
2690,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,2.8,,Sunday Night-Having an Encounter with God,129,1,hebrews chapter 10 if you sin,6202.56,Hebrews 10,True,Hebrews,NEW,57,10,0,10,0
2691,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,5.279,,Sunday Night-Having an Encounter with God,129,1,galatians chapter 5 verse 16 the bible,6408.96,Galatians 5:16,True,Galatians,NEW,47,5,16,5,16
2692,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,3.44,,Sunday Night-Having an Encounter with God,129,1,that's why romans 8 that's what i'm,6562.159,Romans 8,True,Romans,NEW,44,8,0,8,0
2693,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,4.24,,Sunday Night-Having an Encounter with God,129,1,of acts they were all in one accord,6841.52,Acts 1,True,Acts,NEW,43,1,0,1,0
2694,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,2.319,,Sunday Night-Having an Encounter with God,129,1,luke chapter 4 because that's when the,7152.8,Luke 4,True,Luke,NEW,41,4,0,4,0
2695,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,3.04,,Sunday Night-Having an Encounter with God,129,1,luke chapter three,7438.0,Luke 3,True,Luke,NEW,41,3,0,3,0
2696,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,4.56,,Sunday Night-Having an Encounter with God,129,1,and cold uh uh revelation chapter three,7442.88,Revelation 3,True,Revelation,NEW,65,3,0,3,0
2697,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,4.399,,Sunday Night-Having an Encounter with God,129,1,revelation chapter 3 verses 14.,7509.76,Revelation 3,True,Revelation,NEW,65,3,0,3,0
2698,dduM_Us6Vsg,2021-05-09,1620532800000,2021,5,9,3.919,,Sunday Night-Having an Encounter with God,129,1,with this first timothy chapter 2 verse,8013.28,1 Timothy 2,True,1 Timothy,NEW,53,0,0,0,0
2699,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,4.64,,Revival; The HUNGRY Heart!,33,1,first kings chapter three,29.439,1 Kings 3,True,1 Kings,OLD,10,0,0,0,0
2700,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,5.76,,Revival; The HUNGRY Heart!,33,1,first kings chapter three three through,32.0,1 Kings 3,True,1 Kings,OLD,10,0,0,0,0
2701,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,5.121,,Revival; The HUNGRY Heart!,33,1,fifteen first kings chapter three,34.079,1 Kings 3,True,1 Kings,OLD,10,0,0,0,0
2702,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,6.72,,Revival; The HUNGRY Heart!,33,1,for a moment first kings chapter three,39.2,1 Kings 3,True,1 Kings,OLD,10,0,0,0,0
2703,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,6.799,,Revival; The HUNGRY Heart!,33,1,first kings chapter 11 1-4,179.36,1 Kings 11,True,1 Kings,OLD,10,0,0,0,0
2704,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,2.96,,Revival; The HUNGRY Heart!,33,1,mean daniel comes at like five o'clock,606.16,Daniel 5,True,Daniel,OLD,26,5,0,5,0
2705,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,4.879,,Revival; The HUNGRY Heart!,33,1,this proverbs 27,2072.72,Proverbs 27,True,Proverbs,OLD,19,27,0,27,0
2706,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,4.48,,Revival; The HUNGRY Heart!,33,1,thirsty people matthew chapter 5 verse 6,2330.32,Matthew 5:6,True,Matthew,NEW,39,5,6,5,6
2707,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,4.08,,Revival; The HUNGRY Heart!,33,1,familiar passage matthew chapter 5 verse,2332.88,Matthew 5,True,Matthew,NEW,39,5,0,5,0
2708,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,3.6,,Revival; The HUNGRY Heart!,33,1,you look at uh psalms 91 psalms 91 is a,2449.04,Psalms 91,True,Psalms,OLD,18,91,0,91,0
2709,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,4.641,,Revival; The HUNGRY Heart!,33,1,psalms 91 and and the bible says he who,2457.119,Psalms 91,True,Psalms,OLD,18,91,0,91,0
2710,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,3.28,,Revival; The HUNGRY Heart!,33,1,see psalms 91 is such a powerful verse i,2461.76,Psalms 91,True,Psalms,OLD,18,91,0,91,0
2711,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,2.24,,Revival; The HUNGRY Heart!,33,1,psalms 91 is one of the most famous,2468.96,Psalms 91:1,True,Psalms,OLD,18,91,1,91,1
2712,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,3.121,,Revival; The HUNGRY Heart!,33,1,happened luke chapter 15,2497.119,Luke 15,True,Luke,NEW,41,15,0,15,0
2713,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,3.36,,Revival; The HUNGRY Heart!,33,1,second corinthians 13 5 the bible says,2747.52,2 Corinthians 13:5,True,2 Corinthians,NEW,46,0,0,0,0
2714,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,4.481,,Revival; The HUNGRY Heart!,33,1,church in revelation chapter 2 verse 4.,2822.319,Revelation 2:4,True,Revelation,NEW,65,2,4,2,4
2715,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,2.159,,Revival; The HUNGRY Heart!,33,1,but look at jude jude chapter one you,3820.88,Jude 1,True,Jude,NEW,64,1,0,1,0
2716,ug6mBfR9x-I,2021-07-25,1627185600000,2021,7,25,5.121,,Revival; The HUNGRY Heart!,33,1,jude chapter one the bible says contend,3823.039,Jude 1,True,Jude,NEW,64,1,0,1,0
2717,4Cg8p9bQLJs,2021-06-04,1622779200000,2021,6,4,4.96,,Indestructible,43,1,matthew 16,35.52,Matthew 16,True,Matthew,NEW,39,16,0,16,0
2718,4Cg8p9bQLJs,2021-06-04,1622779200000,2021,6,4,5.84,,Indestructible,43,1,uh verse 13. matthew 16,37.28,Matthew 16,True,Matthew,NEW,39,16,0,16,0
2719,4Cg8p9bQLJs,2021-06-04,1622779200000,2021,6,4,6.079,,Indestructible,43,1,this area right here matthew 16 13,48.16,Matthew 16:13,True,Matthew,NEW,39,16,13,16,13
2720,4Cg8p9bQLJs,2021-06-04,1622779200000,2021,6,4,4.64,,Indestructible,43,1,first corinthians chapter 3,966.16,1 Corinthians 3,True,1 Corinthians,NEW,45,0,0,0,0
2721,4Cg8p9bQLJs,2021-06-04,1622779200000,2021,6,4,4.0,,Indestructible,43,1,verse 10. first corinthians chapter 3,968.399,1 Corinthians 3,True,1 Corinthians,NEW,45,0,0,0,0
2722,4Cg8p9bQLJs,2021-06-04,1622779200000,2021,6,4,6.959,,Indestructible,43,1,but first corinthians chapter 3 uh verse,973.44,1 Corinthians 3,True,1 Corinthians,NEW,45,0,0,0,0
2723,4Cg8p9bQLJs,2021-06-04,1622779200000,2021,6,4,4.16,,Indestructible,43,1,hebrews chapter 6. actually let's go to,1336.32,Hebrews 6,True,Hebrews,NEW,57,6,0,6,0
2724,4Cg8p9bQLJs,2021-06-04,1622779200000,2021,6,4,3.359,,Indestructible,43,1,hebrews chapter 5.,1339.2,Hebrews 5,True,Hebrews,NEW,57,5,0,5,0
2725,4Cg8p9bQLJs,2021-06-04,1622779200000,2021,6,4,3.679,,Indestructible,43,1,hebrews chapter 5 verse 10 you guys are,1340.48,Hebrews 5:10,True,Hebrews,NEW,57,5,10,5,10
2726,4Cg8p9bQLJs,2021-06-04,1622779200000,2021,6,4,5.68,,Indestructible,43,1,uh hebrews chapter 5,1356.32,Hebrews 5,True,Hebrews,NEW,57,5,0,5,0
2727,4Cg8p9bQLJs,2021-06-04,1622779200000,2021,6,4,3.6,,Indestructible,43,1,hebrews chapter six the bible says this,1646.799,Hebrews 6,True,Hebrews,NEW,57,6,0,6,0
2728,4Cg8p9bQLJs,2021-06-04,1622779200000,2021,6,4,2.56,,Indestructible,43,1,them to hebrews chapter six this is your,2199.68,Hebrews 6,True,Hebrews,NEW,57,6,0,6,0
2729,4Cg8p9bQLJs,2021-06-04,1622779200000,2021,6,4,3.841,,Indestructible,43,1,according to hebrews uh chapter six is,4418.239,Hebrews 6,True,Hebrews,NEW,57,6,0,6,0
2730,4Cg8p9bQLJs,2021-06-04,1622779200000,2021,6,4,3.2,,Indestructible,43,1,matthew chapter seven,4485.6,Matthew 7,True,Matthew,NEW,39,7,0,7,0
